,,,,,,,,,,
Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
2022,RHODE ISLAND,"SHARK, DOGFISH, SMOOTH","103,509",47,"46,253",Public,Commercial,Mustelus canis,160230,EXCEPTIONS
2022,RHODE ISLAND,"SHARK, DOGFISH, SPINY","21,035",10,"5,623",Public,Commercial,Squalus acanthias,160617,ACCSP
2022,RHODE ISLAND,"SHARK, DOGFISH, SPINY",187,0,,Public,Recreational,,160617,MRIP
2022,RHODE ISLAND,"SHARK, MAKO, SHORTFIN",,,,Confidential,Commercial,Isurus oxyrinchus,159924,EXCEPTIONS
2022,RHODE ISLAND,"SHARK, THRESHER",,,,Confidential,Commercial,Alopias vulpinus,159916,EXCEPTIONS
2022,RHODE ISLAND,"SHRIMPS, MANTIS **","24,780",11,"311,976",Public,Commercial,Stomatopoda,99140,ACCSP
2022,RHODE ISLAND,"SILVERSIDE, ATLANTIC",,,,Public,Recreational,,165994,MRIP
2022,RHODE ISLAND,"SKATE, BARNDOOR",,,,Confidential,Commercial,Dipturus laevis,564139,ACCSP
2022,RHODE ISLAND,"SKATE, LITTLE","4,265,328","1,935","1,168,387",Public,Commercial,Leucoraja erinacea,564130,ACCSP
2022,RHODE ISLAND,"SKATE, SMOOTH",,,,Confidential,Commercial,Malacoraja senta,564151,ACCSP
2022,RHODE ISLAND,"SKATE, WINTER","3,407,672","1,546","826,036",Public,Commercial,Leucoraja ocellata,564145,ACCSP
2022,RHODE ISLAND,"SKATES, RAJIDAE (FAMILY) **",,,,Confidential,Commercial,Rajidae,160845,ACCSP
2022,RHODE ISLAND,"SNAIL, SLIPPER LIMPET",,,,Confidential,Commercial,Crepidula fornicata,72623,ACCSP
2022,RHODE ISLAND,"SNAPPER, RED",,,,Confidential,Commercial,Lutjanus campechanus,168853,ACCSP
2022,RHODE ISLAND,SPOT,,,,Confidential,Commercial,Leiostomus xanthurus,169267,ACCSP
2022,RHODE ISLAND,"SQUID, LONGFIN LOLIGO","25,328,564","11,489","37,043,104",Public,Commercial,Loligo pealeii,82372,ACCSP
2022,RHODE ISLAND,"SQUID, SHORTFIN ILLEX","6,211,206","2,817","4,140,697",Public,Commercial,Illex illecebrosus,82521,ACCSP
2022,RHODE ISLAND,SWORDFISH,"118,149",54,"471,787",Public,Commercial,Xiphias gladius,172482,EXCEPTIONS
2022,RHODE ISLAND,TAUTOG,"51,919",24,"204,707",Public,Commercial,Tautoga onitis,170479,ACCSP
2022,RHODE ISLAND,TAUTOG,"1,617,462",734,,Public,Recreational,,170479,MRIP
2022,RHODE ISLAND,"TILEFISH, BLUELINE","3,904",2,"9,579",Public,Commercial,Caulolatilus microps,168543,ACCSP
2022,RHODE ISLAND,"TILEFISH, GOLDEN","13,643",6,"28,238",Public,Commercial,Lopholatilus chamaeleonticeps,168546,ACCSP
2022,RHODE ISLAND,"TILEFISH, SAND",,,,Confidential,Commercial,Malacanthus plumieri,168548,ACCSP
2022,RHODE ISLAND,"TOADFISH, OYSTER","3,146",1,,Public,Recreational,,164423,MRIP
2022,RHODE ISLAND,"TOADFISHES, BATRACHOIDIDAE (FAMILY) **",,,,Confidential,Commercial,Batrachoididae,164412,ACCSP
2022,RHODE ISLAND,"TRIGGERFISH, GRAY","23,470",11,,Public,Recreational,,173138,MRIP
2022,RHODE ISLAND,"TRIGGERFISH, GRAY",,,,Confidential,Commercial,Balistes capriscus,173138,ACCSP
2022,RHODE ISLAND,TRIGGERFISHES **,"7,620",3,"16,238",Public,Commercial,Balistidae,173128,ACCSP
2022,RHODE ISLAND,"TUNA, ALBACORE","10,867",5,"22,285",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2022,RHODE ISLAND,"TUNA, BIGEYE","186,479",85,"1,051,878",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2022,RHODE ISLAND,"TUNA, BLUEFIN","115,655",52,,Public,Recreational,,172421,MRIP
2022,RHODE ISLAND,"TUNA, BLUEFIN","107,088",49,"341,638",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2022,RHODE ISLAND,"TUNA, LITTLE TUNNY","5,179",2,"6,827",Public,Commercial,Euthynnus alletteratus,172402,ACCSP
2022,RHODE ISLAND,"TUNA, LITTLE TUNNY","1,047,474",475,,Public,Recreational,,172402,MRIP
2022,RHODE ISLAND,"TUNA, YELLOWFIN","177,774",81,"487,185",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2022,RHODE ISLAND,"TUNA, YELLOWFIN","881,940",400,,Public,Recreational,,172423,MRIP
2022,RHODE ISLAND,"VERTEBRATES, JAWED",,,,Confidential,Commercial,Gnathostomata ,914179,ACCSP
2022,RHODE ISLAND,WAHOO,,,,Confidential,Commercial,Acanthocybium solandri,172451,ACCSP
2022,RHODE ISLAND,WEAKFISH,"1,162",1,,Public,Recreational,,169241,MRIP
2022,RHODE ISLAND,WEAKFISH,"14,955",7,"30,464",Public,Commercial,Cynoscion regalis,169241,ACCSP
2022,RHODE ISLAND,"WHELK, CHANNELED","176,765",80,"2,236,048",Public,Commercial,Busycotypus canaliculatus,74096,ACCSP
2022,RHODE ISLAND,"WHELK, KNOBBED","13,484",6,"101,280",Public,Commercial,Busycon carica,74071,ACCSP
2022,RHODE ISLAND,WINDOWPANE,,,,Confidential,Commercial,Scophthalmus aquosus,172746,ACCSP
2022,RHODE ISLAND,WITHHELD FOR CONFIDENTIALITY,"565,916",257,"493,398",Public,Commercial,Other,0,ACCSP
2022,SOUTH CAROLINA,"AMBERJACK, GREATER","28,402",13,,Public,Recreational,,168689,MRIP
2022,SOUTH CAROLINA,"AMBERJACK, GREATER","99,239",45,"672,973",Public,Commercial,Seriola dumerili,168689,ACCSP
2022,SOUTH CAROLINA,"AMBERJACK, LESSER","2,522",1,"4,303",Public,Commercial,Seriola fasciata,168690,ACCSP
2022,SOUTH CAROLINA,"BARRACUDA, GREAT","4,372",2,,Public,Recreational,,650251,MRIP
2022,SOUTH CAROLINA,"BARRACUDAS, SPHYRAENA (GENUS) **","1,959",1,"1,551",Public,Commercial,Sphyraena spp.,170425,ACCSP
2022,SOUTH CAROLINA,BARRELFISH,526,0,"2,974",Public,Commercial,Hyperoglyphe perciformis,172512,ACCSP
2022,SOUTH CAROLINA,"BASS, BANK SEA",,,,Confidential,Commercial,Centropristis ocyurus,167690,ACCSP
2022,SOUTH CAROLINA,"BASS, BLACK SEA","24,081",11,"78,820",Public,Commercial,Centropristis striata,167687,ACCSP
2022,SOUTH CAROLINA,"BASS, BLACK SEA","99,726",45,,Public,Recreational,,167687,MRIP
2022,SOUTH CAROLINA,"BASS, ROCK SEA","2,317",1,,Public,Recreational,,167691,MRIP
2022,SOUTH CAROLINA,"BASS, STRIPED","2,242",1,,Public,Recreational,,167680,MRIP
2022,SOUTH CAROLINA,BIGEYE,,,398,Public,Commercial,Priacanthus arenatus,168178,ACCSP
2022,SOUTH CAROLINA,"BIGEYE, SHORT",703,0,,Public,Recreational,,168190,MRIP
2022,SOUTH CAROLINA,BIGEYES **,,,,Confidential,Commercial,Priacanthidae,168176,ACCSP
2022,SOUTH CAROLINA,BLUEFISH,"248,485",113,,Public,Recreational,,168559,MRIP
2022,SOUTH CAROLINA,BLUEFISH,,,,Confidential,Commercial,Pomatomus saltatrix,168559,ACCSP
2022,SOUTH CAROLINA,"BONITO, ATLANTIC","3,259",1,"3,022",Public,Commercial,Sarda sarda,172409,ACCSP
2022,SOUTH CAROLINA,"CATFISHES, BULLHEAD **",,,,Confidential,Commercial,Ictaluridae,163995,ACCSP
2022,SOUTH CAROLINA,"CLAMS, QUAHOG, MERCENARIA **","34,306",16,"372,297",Public,Commercial,Mercenaria,81495,ACCSP
2022,SOUTH CAROLINA,COBIA,"1,565",1,"7,057",Public,Commercial,Rachycentron canadum,168566,ACCSP
2022,SOUTH CAROLINA,COBIA,"139,601",63,,Public,Recreational,,168566,MRIP
2022,SOUTH CAROLINA,"COD, ATLANTIC",,,,Confidential,Commercial,Gadus morhua,164712,ACCSP
2022,SOUTH CAROLINA,CONCHS **,571,0,"1,159",Public,Commercial,Strombidae,72554,ACCSP
2022,SOUTH CAROLINA,"CRAB, BLUE","2,380,904","1,080","4,921,636",Public,Commercial,Callinectes sapidus,98696,ACCSP
2022,SOUTH CAROLINA,"CRAB, FLORIDA STONE","33,281",15,"176,583",Public,Commercial,Menippe mercenaria,98811,ACCSP
2022,SOUTH CAROLINA,"CRABS, FIDDLER **",,,,Confidential,Commercial,Uca,99084,ACCSP
2022,SOUTH CAROLINA,CREOLE-FISH,58,0,176,Public,Commercial,Paranthias furcifer,167838,ACCSP
2022,SOUTH CAROLINA,"CROAKER, ATLANTIC","240,278",109,,Public,Recreational,,169283,MRIP
2022,SOUTH CAROLINA,"CROAKER, ATLANTIC",,,,Confidential,Commercial,Micropogonias undulatus,169283,ACCSP
2022,SOUTH CAROLINA,DOLPHINFISH,"1,303,506",591,,Public,Recreational,,168791,MRIP
2022,SOUTH CAROLINA,DOLPHINFISH,"78,305",36,"338,408",Public,Commercial,Coryphaena hippurus,168791,ACCSP
2022,SOUTH CAROLINA,DOLPHINFISH **,,,,Confidential,Commercial,Coryphaena spp.,168790,ACCSP
2022,SOUTH CAROLINA,"DRUM, BLACK",,,,Confidential,Commercial,Pogonias cromis,169288,ACCSP
2022,SOUTH CAROLINA,"DRUM, BLACK","319,327",145,,Public,Recreational,,169288,MRIP
2022,SOUTH CAROLINA,"DRUM, RED","584,296",265,,Public,Recreational,,169290,MRIP
2022,SOUTH CAROLINA,"EEL, AMERICAN",,,,Public,Recreational,,161127,MRIP
2022,SOUTH CAROLINA,"EEL, AMERICAN",,,,Confidential,Commercial,Anguilla rostrata,161127,ACCSP
2022,SOUTH CAROLINA,"EEL, CONGER",,,,Confidential,Commercial,Conger oceanicus,161326,ACCSP
2022,SOUTH CAROLINA,"EELS, MORAY **",,,,Confidential,Commercial,Muraenidae,161160,ACCSP
2022,SOUTH CAROLINA,ESCOLAR,"1,100",0,"1,924",Public,Commercial,Lepidocybium flavobrunneum,172362,ACCSP
2022,SOUTH CAROLINA,"FILEFISH, UNICORN",814,0,,Public,Recreational,,173133,MRIP
2022,SOUTH CAROLINA,"FLOUNDER, GULF","3,395",2,,Public,Recreational,,172736,MRIP
2022,SOUTH CAROLINA,"FLOUNDER, SOUTHERN","525,093",238,,Public,Recreational,,172738,MRIP
2022,SOUTH CAROLINA,"FLOUNDER, SOUTHERN",,,,Confidential,Commercial,Paralichthys lethostigma,172738,ACCSP
2022,SOUTH CAROLINA,"FLOUNDERS, PARALICHTHYS",,,,Public,Recreational,,172734,MRIP
2022,SOUTH CAROLINA,"FLOUNDERS, PARALICHTHYS **","1,171",1,"5,790",Public,Commercial,Paralichthys,172734,ACCSP
2022,SOUTH CAROLINA,"GENUS, MULLET",,,,Public,Recreational,,170334,MRIP
2022,SOUTH CAROLINA,"GENUS, STINGRAY",,,,Public,Recreational,,160947,MRIP
2022,SOUTH CAROLINA,GRAYSBY,283,0,"1,452",Public,Commercial,Cephalopholis cruentata,181220,ACCSP
2022,SOUTH CAROLINA,GRAYSBY,"10,584",5,,Public,Recreational,Cephalopholis cruentata,181220,MRIP
2022,SOUTH CAROLINA,"GROUPER, BLACK","3,641",2,"24,253",Public,Commercial,Mycteroperca bonaci,167760,ACCSP
2022,SOUTH CAROLINA,"GROUPER, GAG","71,439",32,"506,898",Public,Commercial,Mycteroperca microlepis,167759,ACCSP
2022,SOUTH CAROLINA,"GROUPER, GAG","67,080",30,,Public,Recreational,,167759,MRIP
2022,SOUTH CAROLINA,"GROUPER, MARBLED",,,,Confidential,Commercial,Dermatolepis inermis,167744,ACCSP
2022,SOUTH CAROLINA,"GROUPER, RED",816,0,"4,986",Public,Commercial,Epinephelus morio,167702,ACCSP
2022,SOUTH CAROLINA,"GROUPER, SNOWY","34,046",15,"224,611",Public,Commercial,Epinephelus niveatus,167705,ACCSP
2022,SOUTH CAROLINA,"GROUPER, YELLOWEDGE","6,214",3,"40,636",Public,Commercial,Epinephelus flavolimbatus,167699,ACCSP
2022,SOUTH CAROLINA,"GROUPER, YELLOWFIN",440,0,"2,830",Public,Commercial,Mycteroperca venenosa,167764,ACCSP
2022,SOUTH CAROLINA,"GROUPER, YELLOWMOUTH",176,0,"1,250",Public,Commercial,Mycteroperca interstitialis,167762,ACCSP
2022,SOUTH CAROLINA,"GRUNT, WHITE","71,040",32,,Public,Recreational,Haemulon plumierii,613026,MRIP
2022,SOUTH CAROLINA,"GRUNT, WHITE","6,777",3,"11,126",Public,Commercial,Haemulon plumierii,613026,ACCSP
2022,SOUTH CAROLINA,"HAKES, RED AND WHITE **",169,0,354,Public,Commercial,Urophycis,164729,ACCSP
2022,SOUTH CAROLINA,"HERRING, ATLANTIC THREAD","115,359",52,,Public,Recreational,,161748,MRIP
2022,SOUTH CAROLINA,HERRINGS **,,,,Confidential,Commercial,Clupeidae,161700,ACCSP
2022,SOUTH CAROLINA,"HIND, ROCK","2,611",1,"13,302",Public,Commercial,Epinephelus adscensionis,167696,ACCSP
2022,SOUTH CAROLINA,"HIND, ROCK","5,717",3,,Public,Recreational,,167696,MRIP
2022,SOUTH CAROLINA,HOGFISH,"5,538",3,"35,513",Public,Commercial,Lachnolaimus maximus,170566,ACCSP
2022,SOUTH CAROLINA,"HOGFISH, SPANISH",,,,Confidential,Commercial,Bodianus rufus,170484,ACCSP
2022,SOUTH CAROLINA,"JACK, ALMACO","33,336",15,,Public,Recreational,,168691,MRIP
2022,SOUTH CAROLINA,"JACK, ALMACO","39,052",18,"48,237",Public,Commercial,Seriola rivoliana,168691,ACCSP
2022,SOUTH CAROLINA,"JACK, BLACK",,,,Confidential,Commercial,Caranx lugubris,168613,ACCSP
2022,SOUTH CAROLINA,"JACK, CREVALLE","4,971",2,,Public,Recreational,,168609,MRIP
2022,SOUTH CAROLINA,"KINGFISH, GULF",77,0,,Public,Recreational,,169275,MRIP
2022,SOUTH CAROLINA,"KINGFISH, SOUTHERN","241,889",110,,Public,Recreational,,169274,MRIP
2022,SOUTH CAROLINA,KINGFISHES,,,,Public,Recreational,,169273,MRIP
2022,SOUTH CAROLINA,KINGFISHES **,"24,696",11,"33,411",Public,Commercial,Menticirrhus,169273,ACCSP
2022,SOUTH CAROLINA,LADYFISH,"13,510",6,,Public,Recreational,,161111,MRIP
2022,SOUTH CAROLINA,"LIONFISH, RED","1,390",1,"6,502",Public,Commercial,Pterois volitans,166883,ACCSP
2022,SOUTH CAROLINA,"LOBSTER, CARIBBEAN SPINY",,,,Confidential,Commercial,Panulirus argus,97648,ACCSP
2022,SOUTH CAROLINA,"MACKEREL, KING","5,696",3,"18,398",Public,Commercial,Scomberomorus cavalla,172435,ACCSP
2022,SOUTH CAROLINA,"MACKEREL, KING","409,763",186,,Public,Recreational,,172435,MRIP
2022,SOUTH CAROLINA,"MACKEREL, SPANISH",,,,Confidential,Commercial,Scomberomorus maculatus,172436,ACCSP
2022,SOUTH CAROLINA,"MACKEREL, SPANISH","773,149",351,,Public,Recreational,,172436,MRIP
2022,SOUTH CAROLINA,"MENHADEN, ATLANTIC","6,596",3,,Public,Recreational,,161732,MRIP
2022,SOUTH CAROLINA,MENHADENS,,,,Public,Recreational,,161731,MRIP
2022,SOUTH CAROLINA,MENHADENS **,,,,Confidential,Commercial,Brevoortia ,161731,ACCSP
2022,SOUTH CAROLINA,"MULLET, STRIPED","16,768",8,,Public,Recreational,,170335,MRIP
2022,SOUTH CAROLINA,MULLETS **,"17,175",8,"1,587",Public,Commercial,Mugilidae,170333,ACCSP
2022,SOUTH CAROLINA,MUMMICHOG,"27,370",12,"190,325",Public,Commercial,Fundulus heteroclitus,165647,ACCSP
2022,SOUTH CAROLINA,"MUSSEL, RIBBED",,,,Confidential,Commercial,Geukensia demissa,79555,ACCSP
2022,SOUTH CAROLINA,OCTOPUSES **,,,,Confidential,Commercial,Octopodidae,82590,ACCSP
2022,SOUTH CAROLINA,OPAH,,,,Confidential,Commercial,Lampris guttatus,166326,ACCSP
2022,SOUTH CAROLINA,"OYSTER, EASTERN","292,513",133,"3,995,887",Public,Commercial,Crassostrea virginica,79872,ACCSP
2022,SOUTH CAROLINA,"PERCH, SILVER","8,838",4,,Public,Recreational,,169259,MRIP
2022,SOUTH CAROLINA,"PERCH, WHITE",,,,Confidential,Commercial,Morone americana,167678,ACCSP
2022,SOUTH CAROLINA,PIGFISH,"9,520",4,,Public,Recreational,,169077,MRIP
2022,SOUTH CAROLINA,PINFISH,"55,894",25,,Public,Recreational,,169187,MRIP
2022,SOUTH CAROLINA,PINFISH,3,0,70,Public,Commercial,Lagodon rhomboides,169187,ACCSP
2022,SOUTH CAROLINA,"PINFISH, SPOTTAIL","5,474",2,,Public,Recreational,,169192,MRIP
2022,SOUTH CAROLINA,"PINFISH, SPOTTAIL","1,856",1,"2,684",Public,Commercial,Diplodus holbrookii,169192,ACCSP
2022,SOUTH CAROLINA,POMFRETS **,,,,Confidential,Commercial,Bramidae,170287,ACCSP
2022,SOUTH CAROLINA,"POMPANO, AFRICAN","2,085",1,"6,510",Public,Commercial,Alectis ciliaris,168602,ACCSP
2022,SOUTH CAROLINA,"POMPANO, FLORIDA","92,354",42,,Public,Recreational,,168708,MRIP
2022,SOUTH CAROLINA,"POMPANO, FLORIDA",,,,Confidential,Commercial,Trachinotus carolinus,168708,ACCSP
2022,SOUTH CAROLINA,"PORGY, KNOBBED","9,200",4,,Public,Recreational,,169201,MRIP
2022,SOUTH CAROLINA,"PORGY, KNOBBED","5,143",2,"8,096",Public,Commercial,Calamus nodosus,169201,ACCSP
2022,SOUTH CAROLINA,"PORGY, LONGSPINE","1,867",1,,Public,Recreational,,169183,MRIP
2022,SOUTH CAROLINA,"PORGY, RED","31,065",14,"108,353",Public,Commercial,Pagrus pagrus,169207,ACCSP
2022,SOUTH CAROLINA,"PORGY, RED","32,423",15,,Public,Recreational,,169207,MRIP
2022,SOUTH CAROLINA,"PORGY, WHITEBONE",,,,Confidential,Commercial,Calamus leucosteus,169200,ACCSP
2022,SOUTH CAROLINA,"PORGY, WHITEBONE","13,794",6,,Public,Recreational,,169200,MRIP
2022,SOUTH CAROLINA,"PUFFER, NORTHERN",417,0,,Public,Recreational,,173290,MRIP
2022,SOUTH CAROLINA,"PUFFERS, TETRAODONTIDAE (FAMILY)",,,,Public,Recreational,,173283,MRIP
2022,SOUTH CAROLINA,RAYS,,,,Public,Recreational,,160806,MRIP
2022,SOUTH CAROLINA,RAYS **,,,,Confidential,Commercial,Rajiformes,160806,ACCSP
2022,SOUTH CAROLINA,"ROSEFISH, BLACKBELLY","2,890",1,"8,498",Public,Commercial,Helicolenus dactylopterus,166787,ACCSP
2022,SOUTH CAROLINA,"RUDDERFISH, BANDED","1,799",1,"3,640",Public,Commercial,Seriola zonata,168693,ACCSP
2022,SOUTH CAROLINA,"RUNNER, BLUE",,,,Confidential,Commercial,Caranx crysos,168612,ACCSP
2022,SOUTH CAROLINA,"RUNNER, BLUE",311,0,,Public,Recreational,,168612,MRIP
2022,SOUTH CAROLINA,SCAMP,"29,330",13,,Public,Recreational,,167763,MRIP
2022,SOUTH CAROLINA,SCAMP,"24,708",11,"173,693",Public,Commercial,Mycteroperca phenax,167763,ACCSP
2022,SOUTH CAROLINA,SCORPIONFISHES **,207,0,774,Public,Commercial,Scorpaenidae,166704,ACCSP
2022,SOUTH CAROLINA,SCUP,"2,319",1,,Public,Recreational,,169182,MRIP
2022,SOUTH CAROLINA,SCUP,,,,Confidential,Commercial,Stenotomus chrysops,169182,ACCSP
2022,SOUTH CAROLINA,"SEATROUT, SPOTTED","423,323",192,,Public,Recreational,,169239,MRIP
2022,SOUTH CAROLINA,"SHAD, AMERICAN","38,852",18,"54,725",Public,Commercial,Alosa sapidissima,161702,ACCSP
2022,SOUTH CAROLINA,"SHAD, GIZZARD","31,268",14,"15,808",Public,Commercial,Dorosoma cepedianum,161737,ACCSP
2022,SOUTH CAROLINA,"SHAD, HICKORY",,,,Confidential,Commercial,Alosa mediocris,161704,ACCSP
2022,SOUTH CAROLINA,"SHAD, THREADFIN",,,,Confidential,Commercial,Dorosoma petenense,161738,ACCSP
2022,SOUTH CAROLINA,"SHARK, BLACKNOSE",,,,Confidential,Commercial,Carcharhinus acronotus,160304,EXCEPTIONS
2022,SOUTH CAROLINA,"SHARK, BLACKTIP",,,,Confidential,Commercial,Carcharhinus limbatus,160318,EXCEPTIONS
2022,SOUTH CAROLINA,"SHARK, BLACKTIP","49,895",23,,Public,Recreational,,160318,MRIP
2022,SOUTH CAROLINA,"SHARK, BONNETHEAD","35,759",16,,Public,Recreational,,160502,MRIP
2022,SOUTH CAROLINA,"SHARK, BULL","4,566",2,"9,645",Public,Commercial,Carcharhinus leucas,160275,EXCEPTIONS
2022,SOUTH CAROLINA,"SHARK, FINETOOTH",,,,Confidential,Commercial,Carcharhinus isodon,160409,EXCEPTIONS
2022,SOUTH CAROLINA,"SHARK, LEMON",,,,Confidential,Commercial,Negaprion brevirostris,160433,EXCEPTIONS
2022,SOUTH CAROLINA,"SHARK, MAKO, SHORTFIN","1,354",1,"2,018",Public,Commercial,Isurus oxyrinchus,159924,EXCEPTIONS
2022,SOUTH CAROLINA,"SHARK, SHARPNOSE, ATLANTIC","68,284",31,,Public,Recreational,,160200,MRIP
2022,SOUTH CAROLINA,"SHARK, SHARPNOSE, ATLANTIC",,,,Confidential,Commercial,Rhizoprionodon terraenovae,160200,EXCEPTIONS
2022,SOUTH CAROLINA,"SHARK, TIGER",,,,Confidential,Commercial,Galeocerdo cuvier,160189,EXCEPTIONS
2022,SOUTH CAROLINA,"SHARKS, CHONDRICHTHYES (CLASS) **",,,,Confidential,Commercial,Chondrichthyes,159785,ACCSP
2022,SOUTH CAROLINA,"SHARKS, SMALL COASTAL",,,,Public,Recreational,,159786,MRIP
2022,SOUTH CAROLINA,SHEEPSHEAD,,,,Confidential,Commercial,Archosargus probatocephalus,169189,ACCSP
2022,SOUTH CAROLINA,SHEEPSHEAD,"1,021,932",464,,Public,Recreational,,169189,MRIP
2022,SOUTH CAROLINA,"SHRIMP, ATLANIC SEABOB",35,0,130,Public,Commercial,Xiphopenaeus kroyeri,95750,ACCSP
2022,SOUTH CAROLINA,"SHRIMP, BROWN","78,999",36,"211,540",Public,Commercial,Penaeus aztecus,95605,ACCSP
2022,SOUTH CAROLINA,"SHRIMP, NORTHERN PINK",202,0,684,Public,Commercial,Penaeus duorarum,95608,ACCSP
2022,SOUTH CAROLINA,"SHRIMP, NORTHERN WHITE","1,890,367",857,"7,155,835",Public,Commercial,Penaeus setiferus,95610,ACCSP
2022,SOUTH CAROLINA,"SHRIMPS, PENAEID **","6,170",3,"25,512",Public,Commercial,Penaeidae,95602,ACCSP
2022,SOUTH CAROLINA,"SNAPPER, BLACKFIN",959,0,,Public,Recreational,,168852,MRIP
2022,SOUTH CAROLINA,"SNAPPER, BLACKFIN","1,392",1,"5,743",Public,Commercial,Lutjanus buccanella,168852,ACCSP
2022,SOUTH CAROLINA,"SNAPPER, CUBERA","1,038",0,"3,829",Public,Commercial,Lutjanus cyanopterus,168847,ACCSP
2022,SOUTH CAROLINA,"SNAPPER, GRAY","1,071",0,"4,602",Public,Commercial,Lutjanus griseus,168848,ACCSP
2022,SOUTH CAROLINA,"SNAPPER, LANE",,,,Confidential,Commercial,Lutjanus synagris,168860,ACCSP
2022,SOUTH CAROLINA,"SNAPPER, MUTTON","6,547",3,"30,167",Public,Commercial,Lutjanus analis,168849,ACCSP
2022,SOUTH CAROLINA,"SNAPPER, QUEEN",,,,Confidential,Commercial,Etelis oculatus,168902,ACCSP
2022,SOUTH CAROLINA,"SNAPPER, QUEEN","4,233",2,,Public,Recreational,,168902,MRIP
2022,SOUTH CAROLINA,"SNAPPER, RED","8,609",4,"69,372",Public,Commercial,Lutjanus campechanus,168853,ACCSP
2022,SOUTH CAROLINA,"SNAPPER, SILK","9,898",4,"47,827",Public,Commercial,Lutjanus vivanus,168861,ACCSP
2022,SOUTH CAROLINA,"SNAPPER, VERMILION","78,401",36,,Public,Recreational,,168909,MRIP
2022,SOUTH CAROLINA,"SNAPPER, VERMILION","305,626",139,"1,511,717",Public,Commercial,Rhomboplites aurorubens,168909,ACCSP
2022,SOUTH CAROLINA,"SNAPPER, YELLOWTAIL",511,0,"2,293",Public,Commercial,Ocyurus chrysurus,168907,ACCSP
2022,SOUTH CAROLINA,"SNAPPERS, LUTJANIDAE (FAMILY) **",125,0,554,Public,Commercial,Lutjanidae,168845,ACCSP
2022,SOUTH CAROLINA,"SPADEFISH, ATLANTIC","74,364",34,,Public,Recreational,,169539,MRIP
2022,SOUTH CAROLINA,"SPADEFISH, ATLANTIC",,,,Confidential,Commercial,Chaetodipterus faber,169539,ACCSP
2022,SOUTH CAROLINA,SPOT,"281,244",128,,Public,Recreational,,169267,MRIP
2022,SOUTH CAROLINA,SPOT,"2,038",1,"2,319",Public,Commercial,Leiostomus xanthurus,169267,ACCSP
2022,SOUTH CAROLINA,SQUIDS **,"2,752",1,"3,374",Public,Commercial,Teuthida,82367,ACCSP
2022,SOUTH CAROLINA,SQUIRRELFISHES **,396,0,539,Public,Commercial,Holocentridae,166170,ACCSP
2022,SOUTH CAROLINA,SWORDFISH,"464,612",211,"1,560,629",Public,Commercial,Xiphias gladius,172482,EXCEPTIONS
2022,SOUTH CAROLINA,TAUTOG,,,,Confidential,Commercial,Tautoga onitis,170479,ACCSP
2022,SOUTH CAROLINA,"TILEFISH, BLUELINE","9,883",4,"37,112",Public,Commercial,Caulolatilus microps,168543,ACCSP
2022,SOUTH CAROLINA,"TILEFISH, GOLDEN","55,451",25,"289,148",Public,Commercial,Lopholatilus chamaeleonticeps,168546,ACCSP
2022,SOUTH CAROLINA,"TILEFISH, SAND",166,0,312,Public,Commercial,Malacanthus plumieri,168548,ACCSP
2022,SOUTH CAROLINA,"TOADFISHES, BATRACHOIDIDAE (FAMILY) **",,,,Confidential,Commercial,Batrachoididae,164412,ACCSP
2022,SOUTH CAROLINA,TOMTATE,413,0,295,Public,Commercial,Haemulon aurolineatum,169058,ACCSP
2022,SOUTH CAROLINA,"TRIGGERFISH, GRAY","49,866",23,,Public,Recreational,,173138,MRIP
2022,SOUTH CAROLINA,"TRIGGERFISH, GRAY","79,232",36,"394,585",Public,Commercial,Balistes capriscus,173138,ACCSP
2022,SOUTH CAROLINA,"TRIGGERFISH, OCEAN",,,,Confidential,Commercial,Canthidermis sufflamen,173170,ACCSP
2022,SOUTH CAROLINA,"TRIGGERFISH, QUEEN","1,383",1,"4,940",Public,Commercial,Balistes vetula,173139,ACCSP
2022,SOUTH CAROLINA,TRIPLETAIL,,,,Confidential,Commercial,Lobotes surinamensis,169007,ACCSP
2022,SOUTH CAROLINA,"TUNA, ALBACORE","98,055",44,"294,085",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2022,SOUTH CAROLINA,"TUNA, BIGEYE","20,646",9,"115,400",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2022,SOUTH CAROLINA,"TUNA, BLACKFIN","8,173",4,,Public,Recreational,,172427,MRIP
2022,SOUTH CAROLINA,"TUNA, BLACKFIN","1,620",1,"3,598",Public,Commercial,Thunnus atlanticus,172427,ACCSP
2022,SOUTH CAROLINA,"TUNA, BLUEFIN","10,639",5,"51,403",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2022,SOUTH CAROLINA,"TUNA, LITTLE TUNNY","1,343",1,"1,294",Public,Commercial,Euthynnus alletteratus,172402,ACCSP
2022,SOUTH CAROLINA,"TUNA, LITTLE TUNNY","7,921",4,,Public,Recreational,,172402,MRIP
